	Liver	Brain	Lung
1382921_at	5.9303375527	5.0449846287	5.9898834133
1382922_at	5.1128163523	4.5608926337	4.3174520237
1382923_at	7.367721507	6.391832546	7.4088211927
1382924_at	10.62780328	6.5931302967	5.4445152343
1382925_at	3.3084505573	2.932662031	3.1192090583
1382926_s_at	4.1406795637	3.4395285113	6.020766406
1382927_at	5.2362525263	4.5418581223	4.8609384073
1382928_at	5.0109837843	5.1641992037	4.4833597183
1382929_at	4.468207294	3.550554609	4.4787115707
1382930_at	5.241410361	4.8477928877	5.2845459073
1382931_at	4.9816828	6.225571684	5.7739911627
1382932_at	4.1346501693	3.871503472	5.16622502
1382933_at	4.1596956527	3.8434758697	3.4595160383
1382934_at	5.6736851147	6.2043368233	5.402662857
1382935_at	8.4478827787	7.320843971	7.4374784007
1382936_at	4.086458606	3.6195128093	5.0052624837
1382937_at	4.405526645	3.8661080163	5.2640025977
1382938_at	5.0434757717	7.1890455053	4.8267596917
1382939_at	6.162162076	6.683940194	7.2909083677
1382940_at	4.0341286567	3.6190559607	3.6329545773
1382941_at	5.3752074653	4.2439587593	5.9262135583
1382942_at	6.805443165	7.094261236	8.029624552
1382943_at	5.3263978713	7.096924981	5.8954634277
1382944_at	9.5622047033	8.071288626	7.100727979
1382945_at	8.6359247413	8.298749744	7.916146165
1382946_a_at	7.6283682983	7.5540612517	7.6471308743
1382947_at	7.8541178353	7.411888346	7.5217359553
1382948_at	3.8905792247	3.6408709063	5.214759793
1382949_at	3.3602453863	3.5342745397	3.149467916
1382950_at	7.4065305827	4.073793586	9.8128413023
1382951_at	6.1837531103	7.3005970013	7.369620309
1382952_at	7.5995530423	7.5722461123	8.054660443
1382953_at	6.5556068813	3.7510230257	7.9326739463
1382954_at	4.2779798637	3.10010084	5.3307618403
1382955_at	5.7615309213	5.925991527	8.100068918
1382956_at	3.9063844977	10.2391536233	6.4558963513
1382957_at	7.7153283857	8.9978160247	8.7996211107
1382958_at	4.9208882203	4.609906547	4.9927599993
1382959_at	4.2729864787	4.4055650853	4.108845302
1382960_at	4.7262684097	7.7494644567	6.6981084667
1382961_at	3.554106337	2.9786146817	2.7898870963
1382962_at	3.9365370017	3.072073936	3.3770978473
1382963_at	5.7275296777	5.4390530463	5.2855061863
1382964_at	4.3125147023	3.5291475927	3.7441596247
1382965_at	6.790480719	5.9352532243	6.2046123757
1382966_at	4.4647833573	4.0390549247	3.9656656547
1382967_at	4.359312102	4.7660556323	3.8046722417
1382968_at	3.231643448	2.891632866	2.8138511473
1382969_at	3.1494037367	4.0237756647	2.6604517533
1382970_at	6.485183109	5.466177525	5.5349463367
1382971_at	9.9892809647	9.3944930617	10.1011327467
1382972_at	6.5318188957	6.2423479883	6.3373152397
1382973_at	5.3991794297	4.2123785653	4.35533041
1382974_at	4.4828244037	4.3526120687	3.8793702517
1382975_at	9.1717692673	3.755747999	7.057956815
1382976_at	5.185425483	4.3436432837	5.794744142
1382977_at	3.2015672333	3.000072462	2.8259968953
1382978_at	7.98876109	9.673464742	8.6836467143
1382979_at	3.2253879583	3.1496172457	2.8126535277
1382980_at	4.4817615637	4.6005413807	3.952354249
1382981_at	5.132592796	7.9171805887	5.113072968
1382982_at	5.0607067207	5.9103985333	7.5856745263
1382983_at	3.393662613	3.633763874	3.7557406797
1382984_at	4.4800009367	3.518324267	4.6065979123
1382985_at	3.9949017547	3.3964474	3.3571150053
1382986_at	8.0499523887	4.4458459667	5.1802844753
1382987_at	6.126068564	5.4461241717	6.7440181257
1382988_at	3.1916608393	2.752335265	2.7361236763
1382989_at	4.2530175177	5.646392824	5.823520971
1382990_at	3.4421430777	3.2599643897	3.1328382613
1382991_at	3.87759766	3.797248024	3.8890428883
1382992_at	3.4112444347	2.9381472577	3.1201707557
1382993_at	7.1215841787	5.733076187	7.0248325683
1382994_at	3.6906271853	2.9917960353	3.3667117617
1382995_at	7.468904862	7.2087322997	8.6128298967
1382996_at	6.2048205213	5.4104167633	5.1999375447
1382997_at	4.462299775	3.4864508733	3.4297333117
1382998_at	3.428417178	4.3846538073	4.7134493013
1382999_at	3.7882398847	2.952903782	4.4938691267
1383000_at	3.8884180517	3.2785089963	3.458788834
1383001_at	5.385094163	6.918984736	7.287792308
1383002_at	5.876659926	5.8911185987	6.4726077917
1383003_at	10.9788761533	4.675020866	3.903547699
1383004_at	8.306653643	9.858614614	8.1350098847
1383005_at	6.1040872167	5.0755696573	5.5134527467
1383006_at	3.9563620097	3.582895404	3.739335175
1383007_at	5.245418677	6.486120675	5.654397987
1383008_at	4.0412755187	3.7753868383	5.9925703753
1383009_at	3.8181172963	3.884505517	3.7836256287
1383010_at	3.8876553833	7.5063915227	5.7356860213
1383011_at	8.4989911913	7.942450952	8.5541393197
1383012_at	6.9021118913	5.08133885	5.6108026157
1383013_at	6.4152802427	7.12840595	6.7530379023
1383014_at	4.2430591423	6.1511996943	3.8347940293
1383015_at	4.524626001	4.1201783827	7.8297180997
1383016_at	3.214693182	2.9201120023	3.4225021057
1383017_at	6.360201059	7.569002646	9.4415318737
1383018_at	8.5470576897	5.1308152287	4.8205887513
1383019_at	7.5574883677	7.6595437747	9.4948899547
1383020_at	4.397312019	4.885236233	5.3148308307
1383021_at	2.8657578293	4.233260273	2.517948656
1383022_at	6.768756975	7.420315509	7.0377329087
1383023_at	5.963579899	5.2948937923	6.0137265197
1383024_at	3.4093512263	3.7969650933	3.260288199
1383025_at	6.5619385117	7.5950471547	7.6326537437
1383026_at	8.047808356	7.2519680747	7.0795864717
1383027_at	4.1073383733	3.5962195207	3.6300194607
1383028_at	6.802746113	5.610749985	5.6525245357
1383029_at	3.2232374297	3.3333655047	3.7154720293
1383030_at	4.638394022	4.213822036	4.5846476697
1383031_at	3.7079582973	3.0114781447	3.5524027663
1383032_at	3.624108402	3.884755137	3.3574393147
1383033_at	3.0554710333	2.921192734	3.0262522833
1383034_at	6.4726330767	5.0697156267	5.6278410943
1383035_at	4.997781576	4.3940993243	4.585906478
1383036_at	4.417423657	3.8304597973	3.957941286
1383037_at	7.9557912253	6.6394124877	6.1534370667
1383038_at	3.887501686	3.3806283553	3.9491863297
1383039_at	3.2540098383	3.2028075667	3.7657365453
1383040_a_at	9.091982292	7.5803763093	8.9932373593
1383041_x_at	9.083843802	7.494754333	8.6726265633
1383042_at	4.260323831	3.985887632	3.9951641443
1383043_at	4.077093995	3.0661583123	3.2540215973
1383044_at	4.5710624753	4.006144731	4.7542275513
1383045_at	2.8320060657	2.9882097937	2.6310559453
1383046_at	11.5114895767	3.352547147	3.3772469407
1383047_at	9.4057659717	8.331711361	10.3349903033
1383048_at	3.7186626793	2.943045226	3.060866781
1383049_at	6.0110131603	6.622971672	6.0503168043
1383050_at	7.6478217667	6.0472229333	5.6629457533
1383051_at	8.5184308697	8.2355918883	9.2005721723
1383052_a_at	8.1415411757	8.5743907943	8.1437517387
1383053_x_at	8.1683675637	8.493819577	8.115433404
1383054_at	8.1805853177	8.8895424037	8.4544008937
1383055_at	6.8657908023	8.5214672037	8.162231955
1383056_a_at	8.8699534493	5.73405451	7.541695895
1383057_at	5.5797036347	5.4837281627	5.6217259533
1383058_at	4.9044131663	8.2667970897	7.2899293637
1383059_a_at	6.74370402	5.9597224213	5.8711534787
1383060_at	7.3334254747	6.3993673437	6.3267662103
1383061_at	7.1251661697	8.4017209523	7.1681275023
1383062_at	7.5389959633	8.9298841613	9.1998802063
1383063_a_at	7.2441510433	9.3730255487	9.1537299907
1383064_at	7.6780453303	9.3820078237	9.2436176897
1383065_at	7.5594533437	8.1440623763	6.811452212
1383066_at	3.565322219	10.2746720067	3.2949504767
1383067_a_at	7.8971136557	7.558516369	7.746571449
1383068_at	8.155939797	8.2161580897	8.3308968273
1383069_at	6.5553161857	7.7008494473	9.5528295223
1383070_at	8.2801864647	6.906435212	7.090067202
1383071_at	8.9995221893	9.6845857587	9.0875354993
1383072_at	4.6954048103	7.1766039793	5.797440989
1383073_at	9.533356666	11.0495623333	9.8592972023
1383074_at	9.2455476133	5.356375608	8.1524717897
1383075_at	7.4006130063	7.5247594553	10.5499326067
1383076_at	7.3439904597	6.4391441477	8.301843665
1383077_at	8.3762057947	7.4404929227	7.5134298773
1383078_at	5.1021835893	8.250065847	4.5916608497
1383079_at	6.0103304007	6.7677173637	5.694780918
1383080_at	9.9477959397	8.8658621463	10.3777323967
1383081_at	7.2844326147	8.276801303	8.1198117287
1383082_at	6.0136805087	5.8535388797	6.1327331307
1383083_at	6.3728130653	7.295538292	7.372852072
1383084_at	4.7574157887	10.77779295	7.513252373
1383085_at	9.826058816	9.0953114223	10.1555383333
1383086_at	4.328032666	9.5764748207	3.9742410123
1383087_at	6.513972636	7.1122362273	7.2134425147
1383088_at	6.0529196313	5.6203921263	6.356681856
1383089_at	8.3497687967	8.6377781937	8.73121496
1383090_at	9.2432706483	8.6128173593	8.5742882637
1383091_at	7.3484584117	7.4526057023	7.4376788653
1383092_a_at	6.157996596	6.4962351677	6.7475562683
1383093_at	8.8862567197	10.011452346	10.2681273033
1383094_at	7.6416710833	9.9835320213	10.80987163
1383095_at	7.4919893123	7.480580219	8.1968388937
1383096_at	7.0393720837	6.8547964353	6.8108226737
1383097_at	8.3834667407	8.4792374577	7.9040347767
1383098_at	8.1100363747	8.6872645183	8.337968518
1383099_at	7.80629576	7.845271607	7.8045632713
1383100_at	9.659477583	8.5050349333	9.19238098
1383101_at	6.457439041	6.4978138663	6.7850507337
1383102_at	7.7405520753	7.9365313353	8.1452342593
1383103_at	7.9275777183	8.5721971957	8.6067112963
1383104_at	8.4539896943	6.969437215	6.8075017227
1383105_at	4.330106701	4.3449605427	4.971719503
1383106_at	6.442304154	6.613074095	6.0183081157
1383107_at	6.996650475	8.2010919623	7.3642308097
1383108_at	7.8671215807	8.4997545497	7.4603361253
1383109_at	6.7426927447	6.982383639	7.1005482333
1383110_at	8.7936257777	7.713719873	9.1887617077
1383111_at	8.7254323393	4.077035706	4.0507659353
1383112_at	3.9791124343	7.2220061987	7.2360379323
1383113_at	6.7903913467	7.093691951	6.1405524643
1383114_at	5.7249137363	6.5541287087	6.6842361937
1383115_at	9.5531720843	9.5870992207	8.9635826573
1383116_at	7.8171571957	6.5608442207	6.707724224
1383117_at	7.8542575067	4.8367914007	7.812224006
1383118_at	8.3128059573	6.2472909457	7.3780649167
1383119_at	5.4163277973	6.5641551517	8.8459372803
1383120_at	6.1277488543	5.4890207403	5.6976704323
1383121_at	8.484268888	8.378349414	8.5359359633
1383122_at	7.6909869153	8.6336777707	7.2716373337
1383123_at	8.4126705853	10.0284368187	9.6444246213
1383124_at	6.6619720847	6.0380743353	6.2463597523
1383125_at	7.432887501	6.7312462167	7.4159689943
1383126_at	8.8328221677	8.52294841	9.027351155
1383127_at	8.4119476223	9.088462155	9.897985395
1383128_at	5.918006872	5.5066140477	5.9485656197
1383129_at	4.5599732733	6.9047785303	7.4722652787
1383130_at	4.747169494	10.2566457533	3.846159993
1383131_at	8.1524134483	5.433406605	9.8415661517
1383132_at	4.9154282537	4.8664389793	5.5756481197
1383133_at	7.6447467127	7.4629111513	7.832880542
1383134_at	7.5065830607	6.0373953693	6.2572408357
1383135_at	4.33886446	9.963769436	6.1146956417
1383136_a_at	5.5365694103	7.2202607467	7.0969141823
1383137_at	6.561904579	7.88533277	10.8889697967
1383138_at	5.1618360943	6.17767543	6.583025644
1383139_at	9.3931308927	9.5780716777	9.185159285
1383140_at	4.7375978607	5.2137915763	5.2392142
1383141_a_at	8.3204951337	8.9320264927	9.036779161
1383142_at	6.1695586063	7.3864868833	6.1197154283
1383143_at	4.5184845713	5.0280148347	4.0164139083
1383144_at	8.395864918	8.3799508337	8.3291183167
1383145_at	3.104837589	3.1637529257	11.9903505033
1383146_at	5.3571194247	9.9685830843	8.5203176113
1383147_at	5.8642182807	10.9667889	8.5896603273
1383148_at	6.1899975133	7.0976787373	6.82780402
1383149_at	6.5567917007	4.9337028223	6.9729544913
1383150_at	5.9854503567	7.010263071	7.8286477983
1383151_at	8.3118155083	8.9698184163	8.6917371117
1383152_at	8.0049806097	7.7055009037	6.692788275
1383153_at	4.1669561833	4.0858400153	3.6714182973
1383154_at	6.1238271057	7.6729320037	7.5621690663
1383155_at	7.933265048	8.8254690513	8.927041471
1383156_at	5.9231416437	8.492388845	7.4213755897
1383157_at	8.082465408	7.2622379283	7.129037937
1383158_at	7.321285971	8.2183987563	8.5960426147
1383159_at	7.2761792477	8.8807719977	7.7138705133
1383160_at	9.266768161	9.0778211553	8.344770055
1383161_a_at	10.72264475	10.2158410767	9.2347762207
1383162_at	10.6951705433	10.1212891767	9.1998624383
1383163_at	6.1896378207	4.2002167767	9.1832204167
1383164_at	8.2619487757	6.4728077793	8.5979589253
1383165_at	6.9754009373	5.0727208907	7.706536078
1383166_at	7.6550823487	9.096116434	8.739454605
1383167_at	7.9218632067	8.2468072213	8.7556740147
1383168_at	7.16455164	7.2668575397	7.5592248027
1383169_at	12.6378261167	8.5354278903	11.0820424933
1383170_at	8.14905837	8.098035377	8.6355294093
1383171_at	8.175255415	7.8151933817	7.5274236147
1383172_at	8.1493217247	8.2952361957	8.3728007377
1383173_at	6.236572767	11.4133264733	9.448215448
1383174_at	5.0578565657	8.0385527547	5.439126264
1383175_a_at	7.1078703013	6.046061118	8.2546649163
1383176_at	6.0689927227	5.3219726357	7.1668482907
1383177_at	4.5065852353	4.3928070113	4.394398843
1383178_at	6.495442937	6.2867958083	6.5232977783
1383179_at	7.111749963	7.72867941	8.667907132
1383180_at	8.4359673793	9.616811335	9.5641666157
1383181_at	8.231748837	8.484277768	8.630250159
1383182_at	6.758006492	7.184413964	6.7503669047
1383183_at	5.0595334297	7.5798906067	5.2753577863
1383184_at	7.5125603307	4.773970395	6.0380525957
1383185_at	3.6805170507	9.517795799	3.4809447013
1383186_at	6.0797912813	5.1911542377	6.4091539513
1383187_a_at	3.701507525	3.0139193623	3.2506476973
1383188_at	8.702360655	4.8296906577	5.112560831
1383189_at	7.279612533	3.7473905773	9.2462265607
1383190_at	7.612167564	6.6639671233	7.0393971097
1383191_at	3.9911109117	6.7516157353	3.8487972883
1383192_at	6.5096844687	8.3556770007	7.343882136
1383193_at	7.102988254	5.9367717907	8.4308568383
1383194_a_at	4.3632615943	6.514323535	6.200489431
1383195_at	3.9440178263	10.2498802333	3.7638704757
1383196_at	6.775124883	6.9989193343	8.0201872283
1383197_at	7.9029903497	8.3700503437	9.9030989583
1383198_at	4.2696336597	3.7323027453	4.2333056243
1383199_at	5.3987112487	4.6751070197	7.903591356
1383200_at	4.5282443667	7.0981326153	6.4221423423
1383201_at	7.428763986	9.37988934	10.8601631133
1383202_at	8.3371830517	8.2441091837	8.5206902267
1383203_at	6.039593911	5.132256448	8.2464016377
1383204_at	8.042926283	8.7511369923	8.3254300087
1383205_at	5.692537019	7.2548112467	7.6723178597
1383206_at	6.8356497553	6.9090318797	6.940355593
1383207_at	8.5549225647	8.5701451	8.6611571393
1383208_at	8.0016907553	7.613029786	7.4277565987
1383209_at	6.9519088177	6.7333774783	7.294101085
1383210_at	3.2724976647	5.591012163	3.341134174
1383211_at	3.4965453663	3.9945125183	3.9011116993
1383212_at	8.1158816253	11.2060871233	7.8385965797
1383213_at	4.9672265673	6.593316304	6.2496685073
1383214_at	5.9127195473	5.9207321013	7.10537841
1383215_at	5.4285646557	5.2640133303	6.7445564257
1383216_at	6.8401591903	8.0954385197	6.4412478933
1383217_at	4.87808244	5.5831769047	5.0791788927
1383218_at	3.7425554857	9.9229189077	4.647943992
1383219_at	4.5798535443	7.440893243	4.2559229503
1383220_at	3.8153262177	9.7729318103	3.9168947157
1383221_at	7.470356516	4.5807602987	7.8322118373
1383222_at	6.8585445243	8.4443132017	9.358171732
1383223_at	8.0890742037	8.26098429	8.0276959817
1383224_at	6.987872148	5.7163285423	9.189594516
1383225_at	4.562123552	3.4627885997	3.854382481
1383226_at	6.7824406593	6.324268873	7.7360940813
1383227_at	6.67469101	7.05787806	6.4608929727
1383228_at	6.065884426	6.5924649877	5.8809965977
1383229_at	6.217504405	7.3741745597	8.180451159
1383230_at	7.77414857	6.551444319	6.862006607
1383231_at	7.858747141	7.494771129	8.2092132647
1383232_at	7.8181200613	7.4669659993	7.7024428837
1383233_at	8.2676505773	5.4430670947	5.6945457833
1383234_at	4.292138929	8.529063397	3.2246038813
1383235_at	3.322769451	3.3017647063	3.1442729253
1383236_at	8.679431179	7.585586803	7.9604652967
1383237_at	6.678865716	6.958866302	7.874998138
1383238_at	6.194949593	6.4250856247	5.686807163
1383239_at	8.0873408143	8.5331900203	8.8111130337
1383240_at	4.456985312	7.6676641233	8.5196245217
1383241_at	10.67484128	6.2933143973	8.9873918007
1383242_a_at	8.8261033597	3.4005719453	7.2207861103
1383243_at	9.5688214883	5.266054953	7.5727837817
1383244_at	5.820730477	6.7008650203	6.0252030247
1383245_at	5.3193360733	6.1605447693	8.662888664
1383246_at	5.8076874703	5.584683547	5.8685393567
1383247_a_at	6.180541912	7.711176638	9.2163698497
1383248_at	11.19680008	3.8343536127	7.2106637007
1383249_at	3.4524342473	10.63978838	3.415684046
1383250_at	7.5163611067	6.8425151983	7.2462104663
1383251_at	7.575175129	6.6739199703	7.475631955
1383252_at	6.4838405653	5.7183854007	5.262256508
1383253_at	9.8395403077	8.0314854673	8.823422944
1383254_at	3.7900725087	9.8935299823	3.3476424353
1383255_at	7.9024623133	7.61573207	8.366124396
1383256_at	8.1666240313	7.678353313	8.153089528
1383257_at	4.4890534553	11.1091164333	3.499173552
1383258_at	3.8725456427	8.7240419567	5.547578204
1383259_at	6.3679833757	7.448306091	6.2750363587
1383260_at	8.6167606093	8.8761067903	8.1108526223
1383261_at	6.4835978023	8.2983428407	8.2993451527
1383262_at	7.689141297	8.297429355	8.3817439177
1383263_at	5.9469589853	7.4053485937	9.7088051513
1383264_at	8.4944988207	9.0491405033	8.4491942537
1383265_at	9.0658729997	8.6379220637	9.18549912
1383266_at	3.031374979	2.929025239	2.9331341897
1383267_at	7.350195538	6.9395123393	6.8418280917
1383268_at	2.3405770827	6.2003593443	3.261827704
1383269_at	8.1095975867	7.8180787837	8.0529000343
1383270_at	5.2060506577	6.5247096447	5.9689669637
1383271_at	7.506900043	7.3118796747	7.2198107303
1383272_at	3.5390110587	3.154406395	3.2644501933
1383273_a_at	5.645947576	8.9349943773	7.080787207
1383274_at	5.339924688	7.5741098733	6.0453500623
1383275_at	4.0302462803	3.79704211	4.2489880087
1383276_at	6.358258392	9.0294513617	7.0725720343
1383277_at	6.8432100907	7.9129073397	6.6815191987
1383278_at	5.551502009	7.997230953	7.7516868547
1383279_at	9.7267940623	5.9800688347	7.1405313767
1383280_at	9.2054903873	8.6909100447	8.0625976183
1383281_at	8.7905813007	7.7521533853	7.9979620837
1383282_at	7.768660469	7.6652763327	7.9274443057
1383283_at	6.9873757913	8.0992869457	7.4960444117
1383284_at	4.1578587233	8.7153602833	4.1627525697
1383285_at	4.5936437363	4.0457120863	3.9488743207
1383286_at	4.3397931227	3.3533304897	3.8525202703
1383287_at	7.410947012	7.668305397	8.2693880973
1383288_at	7.426668	7.7581765923	8.4453713237
1383289_at	7.707705634	7.049382485	7.3954340937
1383290_at	4.0527581803	3.762138375	7.98950735
1383291_at	6.274485268	4.5380342843	10.9064772367
1383292_at	5.4035603603	5.6922800977	5.295843804
1383293_at	5.3015752547	6.681012555	3.8940531933
1383294_at	6.118655632	8.579969598	5.543965979
1383295_at	5.373080658	4.901209965	5.3895836877
1383296_a_at	6.857042847	7.131364887	7.2927804497
1383297_at	6.2846584703	5.729892656	6.136147187
1383298_at	4.968161989	6.1062857557	5.3391615127
1383299_at	5.9859760727	6.6958463333	6.6747123623
1383300_at	8.2088380847	7.8998487563	9.04655645
1383301_at	6.5455664983	6.3116527063	6.896487213
1383302_at	8.2868849047	7.7478482857	7.4782378443
